ticket_id,order_id,ticket_type,created_ts,resolution_status
830,8045,DELAY,2026-03-11 16:39:00,OPEN
831,8061,MISSING_ITEM,2026-03-11 10:45:00,OPEN
832,8066,PAYMENT_ISSUE,2026-03-11 12:02:00,OPEN
833,8073,DELAY,2026-03-11 11:21:00,RESOLVED
834,8088,PAYMENT_ISSUE,2026-03-11 11:55:00,OPEN
835,8100,WRONG_ORDER,2026-03-12 00:09:00,OPEN
836,8106,PAYMENT_ISSUE,2026-03-11 22:23:00,OPEN
837,8107,PAYMENT_ISSUE,2026-03-11 15:25:00,OPEN
838,8119,MISSING_ITEM,2026-03-11 17:20:00,RESOLVED
839,8130,MISSING_ITEM,2026-03-11 14:45:00,RESOLVED
840,8132,MISSING_ITEM,2026-03-11 15:55:00,RESOLVED
841,8148,WRONG_ORDER,2026-03-12 22:50:00,RESOLVED
842,8153,WRONG_ORDER,2026-03-12 10:16:00,OPEN
843,8157,WRONG_ORDER,2026-03-12 20:52:00,RESOLVED
844,8165,DELAY,2026-03-12 21:05:00,RESOLVED
845,8180,PAYMENT_ISSUE,2026-03-12 15:00:00,RESOLVED
846,8182,WRONG_ORDER,2026-03-12 16:52:00,OPEN
847,8216,MISSING_ITEM,2026-03-12 13:21:00,OPEN
848,8217,WRONG_ORDER,2026-03-12 19:15:00,OPEN
849,8222,MISSING_ITEM,2026-03-12 19:15:00,OPEN
850,8224,PAYMENT_ISSUE,2026-03-12 23:17:00,RESOLVED
851,8233,PAYMENT_ISSUE,2026-03-12 13:54:00,RESOLVED
852,8238,MISSING_ITEM,2026-03-12 15:39:00,OPEN
853,8250,DELAY,2026-03-12 18:41:00,OPEN
854,8252,WRONG_ORDER,2026-03-12 23:30:00,RESOLVED
855,8263,PAYMENT_ISSUE,2026-03-12 21:40:00,RESOLVED
856,8264,MISSING_ITEM,2026-03-12 19:58:00,RESOLVED
857,8272,PAYMENT_ISSUE,2026-03-12 23:44:00,RESOLVED
858,8273,PAYMENT_ISSUE,2026-03-12 20:59:00,OPEN
859,8275,WRONG_ORDER,2026-03-12 15:52:00,OPEN
860,8287,PAYMENT_ISSUE,2026-03-12 13:20:00,OPEN
861,8293,MISSING_ITEM,2026-03-12 22:34:00,RESOLVED
862,8311,MISSING_ITEM,2026-03-13 22:04:00,OPEN
863,8320,PAYMENT_ISSUE,2026-03-13 23:20:00,RESOLVED
864,8328,PAYMENT_ISSUE,2026-03-13 11:45:00,RESOLVED
865,8334,PAYMENT_ISSUE,2026-03-13 12:06:00,OPEN
866,8361,MISSING_ITEM,2026-03-13 15:37:00,RESOLVED
867,8365,MISSING_ITEM,2026-03-13 21:03:00,RESOLVED
868,8381,DELAY,2026-03-13 20:36:00,RESOLVED
869,8399,MISSING_ITEM,2026-03-13 21:05:00,RESOLVED
870,8404,PAYMENT_ISSUE,2026-03-13 19:06:00,OPEN
871,8430,PAYMENT_ISSUE,2026-03-13 21:35:00,OPEN
872,8439,WRONG_ORDER,2026-03-13 16:21:00,RESOLVED
873,8440,WRONG_ORDER,2026-03-13 17:47:00,RESOLVED
874,8444,DELAY,2026-03-13 20:19:00,OPEN
875,8450,DELAY,2026-03-13 19:43:00,OPEN
876,8458,MISSING_ITEM,2026-03-13 17:33:00,RESOLVED
877,8463,DELAY,2026-03-14 01:43:00,OPEN
878,8464,WRONG_ORDER,2026-03-13 10:59:00,RESOLVED
879,8475,PAYMENT_ISSUE,2026-03-14 01:11:00,OPEN
880,8478,MISSING_ITEM,2026-03-13 17:05:00,OPEN
881,8479,DELAY,2026-03-13 21:49:00,OPEN
882,8491,DELAY,2026-03-13 13:07:00,RESOLVED
883,8494,DELAY,2026-03-13 18:39:00,RESOLVED
884,8498,WRONG_ORDER,2026-03-13 09:23:00,RESOLVED
885,8513,WRONG_ORDER,2026-03-14 12:45:00,OPEN
886,8570,DELAY,2026-03-14 09:50:00,OPEN
887,8586,WRONG_ORDER,2026-03-14 14:11:00,RESOLVED
888,8590,MISSING_ITEM,2026-03-14 10:37:00,RESOLVED
889,8592,MISSING_ITEM,2026-03-14 22:50:00,OPEN
890,8593,MISSING_ITEM,2026-03-15 00:00:00,OPEN
891,8594,WRONG_ORDER,2026-03-14 19:37:00,RESOLVED
892,8603,WRONG_ORDER,2026-03-14 21:05:00,RESOLVED
893,8614,MISSING_ITEM,2026-03-14 17:49:00,RESOLVED
894,8632,MISSING_ITEM,2026-03-14 16:52:00,RESOLVED
895,8646,PAYMENT_ISSUE,2026-03-15 17:11:00,OPEN
896,8672,DELAY,2026-03-15 23:20:00,RESOLVED
897,8675,WRONG_ORDER,2026-03-15 23:43:00,OPEN
898,8679,MISSING_ITEM,2026-03-15 12:42:00,OPEN
899,8681,WRONG_ORDER,2026-03-15 10:52:00,RESOLVED
900,8684,MISSING_ITEM,2026-03-15 12:41:00,RESOLVED
901,8685,MISSING_ITEM,2026-03-15 10:00:00,RESOLVED
902,8697,DELAY,2026-03-15 22:54:00,RESOLVED
903,8712,DELAY,2026-03-15 17:00:00,RESOLVED
904,8719,PAYMENT_ISSUE,2026-03-15 17:33:00,RESOLVED
905,8731,MISSING_ITEM,2026-03-15 10:07:00,OPEN
906,8737,MISSING_ITEM,2026-03-15 10:53:00,RESOLVED
907,8759,WRONG_ORDER,2026-03-15 12:08:00,RESOLVED
908,8766,MISSING_ITEM,2026-03-15 11:26:00,OPEN
909,8808,PAYMENT_ISSUE,2026-03-16 20:43:00,RESOLVED
910,8810,PAYMENT_ISSUE,2026-03-16 11:58:00,OPEN
911,8824,DELAY,2026-03-16 11:01:00,OPEN
912,8852,PAYMENT_ISSUE,2026-03-16 09:21:00,OPEN
913,8854,WRONG_ORDER,2026-03-16 12:58:00,RESOLVED
914,8861,DELAY,2026-03-16 22:22:00,OPEN
915,8891,MISSING_ITEM,2026-03-16 15:42:00,OPEN
916,8892,WRONG_ORDER,2026-03-16 20:50:00,OPEN
917,8909,PAYMENT_ISSUE,2026-03-17 00:46:00,OPEN
918,8923,WRONG_ORDER,2026-03-16 16:48:00,RESOLVED
919,8942,DELAY,2026-03-17 20:17:00,OPEN
920,8948,MISSING_ITEM,2026-03-17 17:29:00,RESOLVED
921,8956,WRONG_ORDER,2026-03-17 20:54:00,OPEN
922,8957,DELAY,2026-03-17 13:49:00,RESOLVED
923,8959,MISSING_ITEM,2026-03-17 13:35:00,OPEN
924,8967,DELAY,2026-03-17 12:40:00,RESOLVED
925,8970,DELAY,2026-03-17 21:39:00,OPEN
926,8976,WRONG_ORDER,2026-03-17 15:14:00,OPEN
927,8991,PAYMENT_ISSUE,2026-03-17 23:47:00,OPEN
928,8993,WRONG_ORDER,2026-03-17 16:50:00,RESOLVED
929,9041,MISSING_ITEM,2026-03-17 22:41:00,RESOLVED
930,9045,PAYMENT_ISSUE,2026-03-17 18:20:00,OPEN
931,9052,WRONG_ORDER,2026-03-17 14:29:00,OPEN
932,9064,WRONG_ORDER,2026-03-17 20:08:00,OPEN
933,9070,MISSING_ITEM,2026-03-17 15:39:00,RESOLVED
934,9105,WRONG_ORDER,2026-03-17 20:52:00,RESOLVED
935,9114,DELAY,2026-03-18 15:01:00,RESOLVED
936,9118,MISSING_ITEM,2026-03-18 13:55:00,RESOLVED
937,9126,WRONG_ORDER,2026-03-19 00:06:00,OPEN
938,9131,WRONG_ORDER,2026-03-18 20:21:00,RESOLVED
939,9134,PAYMENT_ISSUE,2026-03-18 09:54:00,RESOLVED
940,9150,DELAY,2026-03-18 13:53:00,RESOLVED
941,9177,DELAY,2026-03-18 12:55:00,RESOLVED
942,9191,PAYMENT_ISSUE,2026-03-18 21:18:00,RESOLVED
943,9199,PAYMENT_ISSUE,2026-03-18 17:09:00,OPEN
944,9200,WRONG_ORDER,2026-03-18 11:19:00,RESOLVED
945,9208,WRONG_ORDER,2026-03-18 18:21:00,OPEN
946,9220,WRONG_ORDER,2026-03-18 17:25:00,OPEN
947,9228,PAYMENT_ISSUE,2026-03-18 22:06:00,RESOLVED
948,9237,PAYMENT_ISSUE,2026-03-18 14:42:00,OPEN
949,9259,PAYMENT_ISSUE,2026-03-18 16:37:00,OPEN
950,9277,DELAY,2026-03-19 00:15:00,RESOLVED
951,9279,DELAY,2026-03-18 14:54:00,RESOLVED
952,9306,PAYMENT_ISSUE,2026-03-18 17:50:00,RESOLVED
953,9318,MISSING_ITEM,2026-03-18 13:17:00,OPEN
954,9331,WRONG_ORDER,2026-03-19 13:11:00,RESOLVED
955,9346,WRONG_ORDER,2026-03-19 20:25:00,OPEN
956,9353,WRONG_ORDER,2026-03-19 20:37:00,RESOLVED
957,9357,MISSING_ITEM,2026-03-19 14:57:00,RESOLVED
958,9396,DELAY,2026-03-19 11:17:00,OPEN
959,9404,WRONG_ORDER,2026-03-19 19:36:00,RESOLVED
960,9420,PAYMENT_ISSUE,2026-03-19 08:56:00,RESOLVED
961,9433,DELAY,2026-03-19 23:11:00,RESOLVED
962,9452,MISSING_ITEM,2026-03-19 19:11:00,RESOLVED
963,9457,WRONG_ORDER,2026-03-19 16:57:00,OPEN
964,9463,WRONG_ORDER,2026-03-19 12:27:00,RESOLVED
965,9504,PAYMENT_ISSUE,2026-03-19 20:02:00,OPEN
966,9522,MISSING_ITEM,2026-03-19 17:18:00,RESOLVED
967,9550,MISSING_ITEM,2026-03-20 20:19:00,OPEN
968,9570,PAYMENT_ISSUE,2026-03-20 17:40:00,OPEN
969,9572,DELAY,2026-03-20 20:16:00,OPEN
970,9574,PAYMENT_ISSUE,2026-03-20 14:24:00,RESOLVED
971,9575,DELAY,2026-03-20 19:23:00,OPEN
972,9596,DELAY,2026-03-20 14:36:00,OPEN
973,9599,PAYMENT_ISSUE,2026-03-20 15:45:00,RESOLVED
974,9609,PAYMENT_ISSUE,2026-03-20 11:54:00,OPEN
975,9618,PAYMENT_ISSUE,2026-03-20 14:44:00,RESOLVED
976,9625,DELAY,2026-03-21 00:42:00,RESOLVED
977,9627,DELAY,2026-03-20 10:49:00,RESOLVED
978,9633,MISSING_ITEM,2026-03-20 21:16:00,OPEN
979,9647,DELAY,2026-03-20 19:11:00,OPEN
980,9653,MISSING_ITEM,2026-03-20 13:23:00,OPEN
981,9674,DELAY,2026-03-20 17:52:00,OPEN
982,9697,MISSING_ITEM,2026-03-20 13:09:00,RESOLVED
983,9705,PAYMENT_ISSUE,2026-03-20 11:02:00,RESOLVED
984,9715,DELAY,2026-03-20 12:42:00,OPEN
985,9719,PAYMENT_ISSUE,2026-03-20 13:04:00,RESOLVED
986,9722,MISSING_ITEM,2026-03-21 18:32:00,RESOLVED
987,9724,WRONG_ORDER,2026-03-21 09:39:00,RESOLVED
988,9729,MISSING_ITEM,2026-03-21 17:43:00,OPEN
989,9788,MISSING_ITEM,2026-03-22 00:09:00,RESOLVED
990,9790,MISSING_ITEM,2026-03-21 22:25:00,OPEN
991,9796,MISSING_ITEM,2026-03-21 20:46:00,OPEN
992,9802,DELAY,2026-03-22 00:36:00,RESOLVED
993,9809,DELAY,2026-03-21 20:08:00,RESOLVED
994,9812,MISSING_ITEM,2026-03-21 12:08:00,RESOLVED
995,9821,PAYMENT_ISSUE,2026-03-21 17:59:00,OPEN
996,9842,MISSING_ITEM,2026-03-21 09:43:00,RESOLVED
997,9880,WRONG_ORDER,2026-03-22 16:31:00,RESOLVED
998,9885,PAYMENT_ISSUE,2026-03-22 17:21:00,RESOLVED
999,9905,DELAY,2026-03-22 20:04:00,OPEN
1000,9942,WRONG_ORDER,2026-03-23 00:04:00,OPEN
1001,9952,WRONG_ORDER,2026-03-22 20:39:00,OPEN
1002,9973,MISSING_ITEM,2026-03-22 12:44:00,RESOLVED
1003,9984,DELAY,2026-03-22 22:46:00,RESOLVED
1004,10002,DELAY,2026-03-23 18:27:00,OPEN
1005,10005,DELAY,2026-03-23 18:00:00,RESOLVED
1006,10006,DELAY,2026-03-23 19:09:00,RESOLVED
1007,10009,DELAY,2026-03-23 12:54:00,RESOLVED
1008,10013,PAYMENT_ISSUE,2026-03-23 21:51:00,OPEN
1009,10020,DELAY,2026-03-23 20:30:00,RESOLVED
1010,10038,WRONG_ORDER,2026-03-23 09:38:00,RESOLVED
1011,10057,WRONG_ORDER,2026-03-23 21:28:00,OPEN
1012,10059,PAYMENT_ISSUE,2026-03-23 09:10:00,OPEN
1013,10061,DELAY,2026-03-23 18:08:00,OPEN
1014,10062,DELAY,2026-03-23 19:44:00,OPEN
1015,10068,WRONG_ORDER,2026-03-23 15:08:00,OPEN
1016,10103,MISSING_ITEM,2026-03-23 11:47:00,OPEN
1017,10105,MISSING_ITEM,2026-03-23 10:26:00,OPEN
1018,10140,PAYMENT_ISSUE,2026-03-23 19:15:00,RESOLVED
1019,10163,DELAY,2026-03-23 21:59:00,OPEN
1020,10166,PAYMENT_ISSUE,2026-03-23 17:41:00,OPEN
1021,10167,MISSING_ITEM,2026-03-24 00:40:00,OPEN
1022,10173,PAYMENT_ISSUE,2026-03-23 22:42:00,RESOLVED
1023,10185,WRONG_ORDER,2026-03-23 23:11:00,RESOLVED
1024,10189,MISSING_ITEM,2026-03-23 21:36:00,RESOLVED
1025,10191,PAYMENT_ISSUE,2026-03-24 11:09:00,RESOLVED
1026,10207,WRONG_ORDER,2026-03-24 10:44:00,OPEN
1027,10217,WRONG_ORDER,2026-03-24 14:39:00,RESOLVED
1028,10219,PAYMENT_ISSUE,2026-03-24 22:57:00,RESOLVED
1029,10225,WRONG_ORDER,2026-03-24 10:35:00,OPEN
1030,10226,DELAY,2026-03-24 12:09:00,OPEN
1031,10228,PAYMENT_ISSUE,2026-03-24 10:07:00,RESOLVED
1032,10230,PAYMENT_ISSUE,2026-03-24 10:53:00,RESOLVED
1033,10237,MISSING_ITEM,2026-03-24 13:07:00,OPEN
1034,10238,MISSING_ITEM,2026-03-24 18:52:00,RESOLVED
1035,10247,PAYMENT_ISSUE,2026-03-24 17:55:00,RESOLVED
1036,10248,DELAY,2026-03-24 17:50:00,RESOLVED
1037,10252,MISSING_ITEM,2026-03-24 12:07:00,OPEN
1038,10268,PAYMENT_ISSUE,2026-03-24 21:06:00,RESOLVED
1039,10270,MISSING_ITEM,2026-03-24 13:09:00,RESOLVED
1040,10284,MISSING_ITEM,2026-03-24 15:54:00,RESOLVED
1041,10310,MISSING_ITEM,2026-03-24 11:13:00,OPEN
